business_id|name|address|state_|city|postal_code|latitude|longitude|stars|review_count|is_open|categories|hours|review_id|user_id|customer_stars|useful|funny|cool|text_|date_
YZs1gNSh_sN8JmN_nrpxeA|Terry Black's Barbecue|1003 Barton Springs Rd|TX|Austin|78704|30.25969157|-97.75480136|4.5|3555|1|Sandwiches, Barbeque, Southern, Restaurants, Salad|{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}|bCDlV07rp3WX_R89QcIyAQ|rLWPra61RNLOc1Cm5Se2dQ|5|0|0|0|Terry Black's barbecue is definitely better then Black's Original Barbecue hands down.|2/18/2020 19:35
YZs1gNSh_sN8JmN_nrpxeA|Terry Black's Barbecue|1003 Barton Springs Rd|TX|Austin|78704|30.25969157|-97.75480136|4.5|3555|1|Sandwiches, Barbeque, Southern, Restaurants, Salad|{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}|9WE4IqTO4AWbuZoTTiJlWg|bZq3W3K6KyHfRnwSzAjQ_w|5|1|0|0|Brisket and beef ribs were awesome!  Go early because they run out of pork ribs.  Cream corn was delicious also|8/31/2020 4:55
VDRxcURnCB9zGNcxjuPv6Q|Alqueria Farmhouse Kitchen|247 King Ave|OH|Columbus|43201|39.99029|-83.01299|4.5|151|1|Restaurants, American (New)|{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '17:0-21:0'}|mWzpvjNYi_CzviyY9SA8Zw|PyMnuAe7bBIZG2Ylge05Rw|4|0|0|0|I visited a friend in Columbus during the summer. Dinner was excellent! Drinks were good. I'd go here again.|11/13/2020 13:18
bZiIIUcpgxh8mpKMDhdqbA|Hopdoddy Burger Bar|1400 S Congress Ave, Ste A190|TX|Austin|78704|30.249649|-97.749907|4|4708|1|American (New), American (Traditional), Restaurants, Burgers|{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}|CFanjkpfSDgVwc-o2zibKw|3O41-H7SrxsNjk99VGMohQ|5|0|0|0|Love these burgers! Great quality! And the best milkshakes. My favorite is the Nutella pretzel|8/5/2020 3:14
C--wIpxJ4j1y01G_raHdbA|Punjab Palace|109 Brighton Ave|MA|Allston|2134|42.352732|-71.130435|4|786|1|Pakistani, Indian, Restaurants|{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '11:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}|RTh8DtrsDWpLC9e0ZR1xOw|R6OMgup1LxwN_RI3TyBWvQ|5|0|0|0|Lamb Tikka Masala is very good, perfect level of spice, onions that come with are delicious as well. Highly recommend|8/10/2020 14:26
vdNPbtm2oZxYq3x99cNfpg|Sabor do Brasil|174 Brighton Ave|MA|Allston|2134|42.3529579|-71.1330728|4.5|49|1|Brazilian, Restaurants, Food, Breakfast & Brunch|NULL|sUUJTL7piApl9A18M-n_eQ|rCzojBV601drjMG9qUZorA|5|1|0|0|You go up to the counter, point out what you want on your plate, and pay by weight. The food is great and really cheap for the quality. The rice tastes really good and the picanha was my favourite between the two meats I tried.|12/4/2020 20:11
pX-NGzOkn4Mn78H3KHJU3w|Donut City|1880 Mountain Industrial Blvd, A1|GA|Tucker|30084|33.8383313|-84.2016119|4.5|68|1|Breakfast & Brunch, Restaurants, Food, Donuts, Coffee & Tea|{'Monday': '5:0-17:0', 'Tuesday': '5:0-17:0', 'Wednesday': '5:0-17:0', 'Thursday': '5:0-17:0', 'Friday': '5:0-17:0', 'Saturday': '5:0-17:0', 'Sunday': '6:0-17:0'}|CpsMG8tpsHONSuhgd2FM7Q|rP6m9fwein9QdTkLNac-LA|4|0|0|0|Great prices on their entire menu, donuts were absolutely delicious , and will definitely be back|8/15/2020 22:58
#NAME?|D'angelo's Grilled Sandwiches|600 Page St|MA|Avon|2322|42.14174115|-71.06180829|2.5|13|1|Restaurants, Sandwiches|NULL|TV4mEo9WLEiEtlXiVUhQPg|rv5ltvh8GOPBicuanE7-0Q|4|1|0|0|A friend just bought me a pocket from there. A steak cheese mushrooms peppers onions. Omg soooo good. Last Friday ... I want more!|6/12/2020 12:24
xL3yZ_KXMr9J35DgsZqUug|Winnie Palmer Hospital Cafeteria|85 W Miller St, Fl 1|FL|Orlando|32806|28.52429302|-81.3788773|4.5|14|1|Cafeteria, Restaurants, Salad|NULL|4Who21jg5LBRDwp3osoywg|YEYMUJsK79gwkMAEj_WUgQ|5|1|1|1|The food here is very good and there are so many options. Be sure to try the Reese's Peanut Butter cup cookie. It is soooo delicious! The prices aren't bad either. And they are open 24 hours. The grill does close for some time.|8/23/2020 0:22
cTx4eOd6DSXS1eNOUD-qyQ|Pop Pizza|610 SE Morrison St|OR|Portland|97214|45.5171398|-122.6595986|4|43|1|Restaurants, Pizza|{'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}|DMETG7zMYbkquJ1vRIzjiw|b3Y5VmdliWN2f18Y8qbxzw|5|0|0|0|Best pizza in Portland. We got a plain pepperoni and were blown away. Owners are very nice as well as the employees. Their ranch has the perfect amount of dill in it. Go here tonight.|10/9/2020 15:21
TYDCjEMga3cm7k638hKhTg|Hien Vuong Restaurant|1487 Dorchester Ave|MA|Dorchester|2122|42.2999809|-71.0604396|4.5|36|1|Chinese, Vietnamese, Restaurants|{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}|er8jTAv01T5_G18wZamGDw|E7_9QwFH4w0pEjjG7h2jNQ|5|0|0|0|The take-out was delicious. We ordered several bowls of pho and fresh rolls. The flavors were great and the ingredients tasted so fresh. Can't wait to go again whenever we're in Dorchester.|9/7/2020 2:39
BJXadWOLyGXzly7Iqx4W_g|El Potro Mexican Grill|156 Highland Ave|MA|Malden|2148|42.4193814|-71.080086|4.5|271|1|Nightlife, Mexican, Restaurants, Bars, Latin American, Music Venues, Arts & Entertainment|{'Monday': '15:0-22:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}|mbBExMwromTKZVyDh0Z0hA|B4KXdePJZaxFhDSX1PD_RA|5|0|0|0|What a treasure!!! I just had the most delicious fajita and flautas de pollo!! 10/10 would recommend. And it was a cute little spot too!|6/8/2020 22:47
1b-SIUJttFwlFWTfpp0Xqg|Tassili's Raw Reality|1059 Ralph D Abernathy Blvd|GA|Atlanta|30310|33.738502|-84.4224999|4.5|656|1|Live/Raw Food, Restaurants, Vegan|{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}|-KtTa-72aJHk3IXdS4x30w|gyaOKN3xYRPmwosyERxNpQ|5|0|0|0|Always great and now that they have added online ordering a lot quicker. Staff is friendly and love supporting great black owned places.|9/6/2020 22:52
_bPDWx6Ygy1IqOvkDyvBCQ|Jack in the Box|2517 E Highway 71|TX|Austin|78617|30.213027|-97.6575883|2|8|1|Restaurants, Mexican, Tacos, Breakfast & Brunch, Burgers, Fast Food|{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}|23OBq0AGJ9ub-irc0g1lfA|S0tPpYzGJmatTddg1zu1Vg|5|0|0|0|This location has slowly become my absolute favorite!! Huge shoutout to Jose for the amazing recommendations!! This man deserves to be employee of the month!! He also has such a lovely speaking voice!!|1/7/2021 1:09
BV_WDHq9SLi6enVuH3kgbQ|Monica's Trattoria|67 Prince St|MA|Boston|2113|42.3651733|-71.055268|3.5|512|1|Pizza, Italian, Dance Clubs, Nightlife, Restaurants|{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}|Vt42kEmTC28p8XJZyEjCuA|GQFXTIFocA1jLMb5df28JQ|1|18|1|2|Their food is disgusting and the service is horrible!!! Literally go anywhere else. I'm never coming back here again. Don't waste your hard earned cash!!|6/13/2020 21:00
KEh3efWSOIzd8BvuW-X4-g|Phoebe's Diner|533 W Oltorf St|TX|Austin|78704|30.2415242|-97.7592948|4.5|997|1|Breakfast & Brunch, Restaurants, Diners, American (Traditional)|{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}|bq8qFAEGob28bl9bNtHoRg|0szBybqEcVuvscXFJObs_w|5|4|2|4|The 04, that's all you need to know. Supper filling and super delish, this damn brunch plate puts all other brunch plates to shame. With 3 different kinds of protein, smoked brisket, Smoked sausage and smoked ham (more like a pork chop), hash brown casserole, TWO EGGS AND TOAST, there's nothing quite like it out there (or at least for this meat loving Texan). Pro tip: get their mimosas. Doesn't even matter which flavor, just take your pick - they're all outstanding.If you're doing brunch, you MUST get there before 1015. We got there at 1015 and they sat us promptly. Since we sat by the hostess station, we noticed that just after we sat down, the brunch rush started and the wait time quickly grew to 30 min and line started forming outside.Best damn brunch meal. Ever.|1/2/2020 13:27
3ZVgig7uux9jVtEZna5NgA|Kyma|3085 Piedmont Rd NE|GA|Atlanta|30305|33.8398553|-84.3690321|4|508|1|Vegan, Restaurants, Seafood, Mediterranean, Greek|{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}|P14fDQMRlkfP-63q12aR8g|sGtBRoD3NxSgKUScOVaLlg|5|0|0|0|"It was my love's birthday and she was a little nervous however once the food started coming out and she was able to indulge, her taste buds woke up. She enjoyed every bite including my entree.We ordered the Spanakopita , Dover Sole, Lamp Chops and BAKLAVA ""BOUREKI"".Our server Kim was the best and took very good care of us."|3/6/2020 0:39
f9BHkC6TfOiRnZ7_ksj3QQ|Hyderabad House Atlanta|130 Perimeter Center Pl NE|GA|Dunwoody|30346|33.9311393|-84.3395395|4|76|1|Indian, Buffets, Vegetarian, Restaurants|{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}|2cnZRyIj3IdZ5zltBN3_cQ|3sF0n02S014KbDpBibyH1g|2|0|0|0|Order missing 2 out of 8 items orderedOrder was not ready beyond the time confirmed by restaurantThe line outside the restaurant for takeout was not following the protocol for social distancing and restaurant did not even enforce it. People were standing in parking lot with vehicle moving aroundSince it was too hot they asked all take out order folks to come in the restaurant. While this was being sensitive it defeats purpose of take out in these timesFood was good, organization needs to get better|5/31/2020 19:40
